member_number,productId,items,order_date,orderId
1573,11,1,2014-04-20,2085
1169,70,3,2014-05-02,617
4987,66,1,2014-07-27,14918
3011,80,2,2014-08-16,7487
2522,38,1,2014-05-26,5661
4801,136,1,2014-10-03,14256
1509,69,2,2014-05-28,1869
1889,122,2,2014-11-01,3301
2450,7,1,2014-11-29,5410
1807,47,3,2014-08-20,2981
4720,73,2,2014-08-14,13946
1310,80,1,2014-04-13,1129
1339,70,2,2014-01-03,1228
1256,69,3,2014-11-07,928
4601,53,1,2014-02-10,13464
1800,56,1,2014-08-30,2960
4679,94,3,2014-01-23,13766
1650,28,3,2014-06-27,2383
2360,25,1,2014-07-26,5070
2874,4,3,2015-09-09,7003
3556,71,3,2015-09-30,9510
3255,58,1,2015-05-24,8404
2521,18,2,2015-12-14,5660
3220,28,3,2015-10-14,8270
1381,80,2,2015-03-06,1388
4050,158,2,2015-07-06,11343
1872,18,2,2015-01-29,3232
4127,69,3,2015-04-11,11631
2833,4,1,2015-08-14,6841
2357,60,1,2015-09-23,5060
2654,104,1,2015-03-03,6161
4852,12,1,2015-04-28,14453
2222,44,1,2015-07-21,4549
2340,18,1,2015-07-12,4985
1987,69,2,2015-10-15,3670
3570,17,2,2015-09-02,9562
1320,109,2,2015-01-19,1159
2209,140,3,2015-07-20,4501
2500,115,3,2015-03-30,5571
3315,27,3,2015-09-12,8624
2548,130,1,2015-11-16,5760
4473,43,2,2015-09-07,12989
2271,17,3,2015-06-16,4739
4336,126,2,2015-10-10,12486
2763,101,1,2015-02-01,6583
2780,4,2,2015-10-11,6644
2632,12,1,2015-01-16,6084
2568,75,3,2015-08-20,5840
1729,115,1,2015-07-23,2656
3878,24,1,2015-07-28,10734
1225,4,2,2015-03-26,816
1924,13,1,2015-11-17,3447
4335,114,3,2015-06-10,12478
3182,45,3,2015-03-12,8134
4303,71,1,2015-08-23,12347
3042,50,2,2015-10-02,7605
4493,4,3,2015-10-29,13049
4194,96,3,2015-02-07,11900
3031,38,1,2015-12-18,7564
3891,59,1,2015-07-03,10773
1062,119,3,2015-04-16,229
2469,2,1,2015-03-23,5473
3719,28,1,2015-09-03,10126
3322,50,3,2015-02-11,8647
1336,114,2,2015-03-10,1222
1067,14,2,2015-07-20,247
1998,100,3,2015-05-15,3717
1076,27,1,2015-10-14,275
1992,83,3,2015-08-02,3687
1261,34,3,2015-05-21,944
4409,58,1,2015-01-15,12752
3031,50,2,2015-08-30,7561
2129,12,2,2015-03-18,4207
1684,73,1,2015-01-03,2507
4240,20,3,2015-09-18,12085
2750,66,1,2015-09-14,6526
1379,16,3,2015-07-13,1379
4243,79,1,2015-08-22,12098
2469,46,1,2015-01-12,5472
2346,27,2,2015-09-17,5014
2366,64,2,2015-08-18,5097
2374,2,1,2015-06-23,5120
1721,70,1,2015-10-15,2626
2877,22,2,2015-04-10,7013
3848,2,3,2015-10-11,10624
4344,38,2,2015-03-01,12521
3475,28,3,2015-06-10,9179
3650,83,2,2015-07-17,9863
2318,74,2,2015-01-16,4911
1776,18,3,2015-03-02,2851
3120,24,1,2015-07-07,7908
1194,24,2,2015-05-13,709
2089,20,2,2015-04-17,4078
2095,5,2,2015-04-06,4100
1736,2,1,2015-08-29,2689
3718,41,2,2015-07-12,10120
4950,70,1,2015-04-22,14797
2481,159,2,2015-11-24,5516
1296,49,3,2015-11-06,1081
2824,100,2,2015-12-07,6815
4852,46,2,2015-06-29,14455
1648,5,1,2015-02-27,2373
3307,14,1,2015-10-06,8589
4259,71,1,2015-06-24,12155
2587,64,3,2015-06-02,5914
4303,60,3,2015-04-08,12346
1325,123,1,2015-05-26,1176
3351,4,3,2015-10-14,8744
1623,131,1,2015-01-18,2289
3119,61,3,2015-02-20,7901
1211,15,1,2015-05-24,768
4146,5,1,2015-02-09,11707
1753,16,3,2015-02-26,2763
4664,115,2,2015-05-26,13706
3827,45,1,2015-11-03,10539
1098,104,1,2015-09-27,352
4338,34,2,2015-08-27,12498
3712,18,1,2015-12-20,10098
1505,94,1,2015-10-27,1856
4478,69,3,2015-08-02,12999
4150,51,2,2015-08-23,11723
1118,24,1,2015-12-25,434
2537,65,1,2015-05-07,5718
1996,158,2,2015-05-10,3703
4267,18,2,2015-09-13,12190
4424,96,3,2015-10-16,12799
1948,75,3,2015-05-06,3545
3495,73,3,2015-02-01,9261
2327,70,1,2015-03-18,4939
3356,11,2,2015-01-12,8766
3926,76,3,2015-03-23,10917
4105,54,2,2015-12-03,11538
1884,64,1,2015-08-05,3277
4799,46,1,2015-02-09,14249
4915,69,2,2015-09-18,14668
2643,12,2,2015-12-01,6121
3927,24,3,2015-09-03,10922
2410,128,2,2015-11-18,5252
1855,74,3,2015-04-28,3167
1245,71,2,2015-03-02,895
3138,80,2,2015-04-19,7970
1178,72,2,2015-04-19,657
1870,76,1,2015-09-05,3229
4660,24,1,2015-07-10,13688
3241,5,1,2015-08-09,8339
4661,5,3,2015-04-18,13694
2407,27,3,2015-03-10,5243
2440,115,1,2015-06-19,5366
4634,38,1,2015-05-15,13582
4112,25,2,2015-02-14,11568
2428,5,2,2015-08-21,5311
3604,2,3,2015-03-14,9713
3671,66,3,2015-08-03,9946
2880,70,2,2015-06-19,7022
3946,114,3,2015-06-19,10983
4495,16,1,2015-06-20,13063
3355,44,2,2015-12-02,8761
3959,136,2,2015-05-27,11033
1583,20,3,2015-11-23,2127
3998,5,2,2015-03-28,11164
4509,76,2,2015-11-29,13122
1008,51,1,2015-10-03,33
4894,14,2,2015-12-23,14607
4252,91,2,2015-04-10,12128
3428,36,2,2015-03-16,9007
1988,17,2,2015-09-08,3672
4662,16,1,2015-10-19,13699
3165,5,2,2015-11-27,8069
1920,34,1,2015-02-16,3419
4157,2,1,2015-01-04,11753
1945,4,1,2015-04-30,3531
4104,35,3,2015-07-27,11533
2865,36,3,2015-05-14,6962
4788,38,2,2015-04-28,14208
1903,146,1,2015-01-25,3358
3578,7,3,2015-05-16,9591
2238,18,2,2015-12-06,4615
3671,71,3,2015-10-11,9947
3088,18,1,2015-12-03,7778
1832,34,2,2015-04-17,3079
4785,71,1,2015-09-13,14194
1322,96,1,2015-10-19,1165
4439,97,3,2015-03-18,12858
1698,71,2,2015-06-26,2555
3558,20,2,2015-04-25,9517
3026,17,2,2015-01-01,7541
1127,64,3,2015-10-15,463
4153,20,2,2015-02-05,11734
4258,96,3,2015-04-22,12148
2582,104,2,2015-11-14,5893
1466,142,3,2015-12-01,1698
4185,5,2,2015-01-16,11859
1889,138,3,2015-02-09,3303
3396,43,1,2015-05-14,8895
3412,73,1,2015-01-26,8955
3321,56,1,2015-07-13,8642
3484,111,2,2015-11-21,9220
1937,74,3,2015-10-17,3501
2101,25,1,2015-12-20,4117
4006,4,2,2015-12-18,11190
3732,24,3,2015-07-18,10172
1276,50,1,2015-04-28,994
4916,39,1,2015-03-01,14673
2040,65,2,2015-04-06,3870
2255,73,3,2015-05-01,4678
1239,17,2,2015-07-25,874
4992,43,1,2015-06-20,14939
3225,38,2,2015-06-12,8295
2421,119,2,2015-11-21,5285
3303,2,1,2015-01-25,8572
3455,70,1,2015-09-13,9092
1484,128,3,2015-10-07,1774
3591,130,3,2015-05-11,9652
4613,71,1,2015-05-17,13505
1676,136,1,2015-10-11,2477
1259,114,3,2015-11-21,939
3930,128,2,2015-07-12,10932
3995,20,1,2015-06-26,11152
1038,154,1,2015-12-14,143
4794,4,2,2015-09-06,14228
3960,15,3,2015-09-21,11040
3077,71,3,2015-01-05,7730
1161,89,2,2015-03-14,591
1800,96,1,2015-04-16,2961
1717,70,2,2015-11-09,2614
1888,16,1,2015-06-06,3297
2138,71,3,2015-03-04,4241
1866,78,1,2015-02-13,3208
4745,71,1,2015-09-29,14043
1269,16,1,2015-09-12,971
4721,113,1,2015-06-15,13956
2885,76,1,2015-03-22,7040
1435,5,3,2015-04-24,1587
1887,74,2,2015-02-03,3290
4776,65,3,2015-03-26,14151
4313,50,1,2015-05-16,12384
3545,2,2,2015-08-28,9464
2307,71,1,2015-03-12,4870
1215,76,3,2015-01-18,780
1428,18,3,2015-01-18,1562
4297,15,1,2015-10-27,12318
1812,70,1,2015-10-14,3001
2217,69,2,2015-12-02,4529
2378,38,2,2015-04-15,5131
2397,74,1,2015-06-23,5203
3419,60,2,2015-08-20,8977
4131,5,1,2015-03-29,11650
2220,18,1,2015-08-04,4540
3870,95,1,2015-03-21,10706
1483,5,3,2015-06-14,1770
3449,20,1,2015-11-29,9072
1959,6,1,2015-12-13,3582
4825,17,1,2015-01-17,14346
3289,74,2,2015-05-02,8523
1256,73,1,2015-08-29,930
3369,144,3,2015-03-23,8817
2191,18,3,2015-10-25,4436
4645,18,1,2015-12-06,13625
3818,104,1,2015-08-08,10515
3857,25,1,2015-11-04,10664
3651,60,3,2015-07-31,9868
3689,38,2,2015-07-29,10023
2361,38,2,2015-10-03,5075
2513,108,1,2015-12-15,5625
2110,38,2,2015-07-29,4150
4895,80,3,2015-07-21,14609
2756,41,1,2015-07-31,6547
1960,24,2,2015-01-09,3583
3924,45,1,2015-10-29,10912
3020,124,1,2015-08-27,7520
4531,24,3,2015-08-10,13209
4901,46,3,2015-02-14,14630
3787,80,2,2015-09-24,10401
3688,86,3,2015-09-24,10018
4717,71,1,2015-04-10,13931
2210,121,3,2015-09-25,4507
4152,50,2,2015-05-29,11729
4507,152,2,2015-06-18,13109
1118,45,2,2015-05-13,432
4953,80,3,2015-05-07,14812
4417,43,3,2015-01-21,12782
2358,136,3,2015-12-15,5063
3122,17,3,2015-02-05,7918
3920,114,3,2015-05-10,10897
4592,73,2,2015-12-08,13431
1326,25,2,2015-11-09,1179
3729,125,3,2015-11-29,10159
2627,75,1,2015-10-31,6068
3393,44,2,2015-11-07,8885
4302,80,1,2015-08-03,12340
1734,75,1,2015-02-15,2679
3635,91,2,2015-02-26,9809
3232,75,1,2015-12-18,8319
2805,24,1,2015-04-18,6748
2214,16,2,2015-01-19,4518
4725,5,2,2015-12-02,13971
4975,38,3,2015-11-02,14890
3393,65,2,2015-02-23,8884
4456,17,1,2015-08-08,12927
4744,65,2,2015-08-29,14036
1264,129,3,2015-07-30,950
3104,12,2,2015-05-18,7843
4966,12,1,2015-01-25,14857
4183,71,2,2015-01-15,11854
3786,78,1,2015-02-10,10397
3299,59,2,2015-02-28,8561
1656,17,3,2015-07-07,2416
4753,50,3,2015-03-05,14078
2857,38,2,2015-04-18,6936
3692,18,1,2015-10-18,10035
2613,44,3,2015-08-23,6017
3509,73,1,2015-07-08,9327
3048,56,2,2015-10-06,7631
1160,50,3,2015-08-21,587
2629,59,3,2015-04-26,6073
1444,2,1,2015-06-06,1616
2578,18,3,2015-12-01,5878
4184,83,1,2015-06-28,11856
3201,86,1,2015-11-27,8200
3311,5,2,2015-05-02,8611
4294,17,1,2015-01-08,12301
2283,70,3,2015-01-18,4779
3325,4,1,2015-11-07,8662
3621,11,3,2015-11-02,9776
1968,44,1,2015-10-03,3616
3717,75,2,2015-04-01,10114
4704,27,2,2015-08-18,13884
3904,45,1,2015-05-11,10825
2336,5,1,2015-10-07,4968
3546,81,1,2015-11-22,9469
3797,41,2,2015-08-23,10436
4607,24,1,2015-12-15,13487
4522,62,1,2015-05-18,13162
4695,101,3,2015-10-13,13855
4919,80,2,2015-03-30,14679
3289,28,2,2015-03-15,8521
1200,101,1,2015-09-26,731
3789,71,1,2015-09-06,10405
1289,25,3,2015-11-08,1055
2415,38,1,2015-04-29,5268
1943,94,2,2015-09-30,3524
3685,84,3,2015-08-26,10007
3447,38,2,2015-11-27,9068
2164,27,1,2015-10-08,4337
4107,123,3,2015-02-05,11546
2744,35,2,2015-05-19,6500
1051,136,2,2015-08-12,184
2087,24,2,2015-04-09,4072
1020,95,1,2015-10-13,81
2443,114,1,2015-01-12,5378
4911,55,1,2015-01-07,14654
3835,119,1,2015-09-16,10573
2363,56,2,2015-05-22,5082
2344,73,3,2015-04-19,5004
3911,38,1,2015-02-15,10852
1450,125,3,2015-07-08,1637
3495,73,2,2015-11-18,9265
1625,114,1,2015-11-27,2301
3265,69,2,2015-12-09,8438
3247,136,1,2015-11-01,8367
1777,20,1,2015-07-08,2857
1862,142,3,2015-09-05,3190
2942,158,2,2015-02-01,7234
2932,44,2,2015-01-22,7195
4049,2,2,2015-08-01,11340
1954,50,3,2015-08-06,3566
2321,4,3,2015-06-16,4922
2930,12,2,2015-03-23,7191
3214,78,2,2015-03-27,8250
4877,75,1,2015-06-20,14555
1277,6,1,2015-06-07,999
2239,2,3,2015-12-13,4618
4929,70,1,2015-03-26,14708
1390,88,2,2015-03-02,1421
1870,20,2,2015-09-09,3230
3405,70,1,2015-04-03,8929
2338,2,1,2015-12-08,4977
2051,74,3,2015-09-11,3927
3504,38,1,2015-07-06,9301
3405,12,3,2015-04-13,8930
2512,27,1,2015-09-02,5621
4038,18,1,2015-11-06,11302
1759,73,1,2015-09-26,2785
2813,84,1,2015-10-01,6781
3055,128,2,2015-08-18,7661
1733,73,2,2015-03-18,2675
1913,74,2,2015-08-18,3400
4864,6,1,2015-03-27,14500
4812,70,3,2015-05-27,14297
3042,2,1,2015-10-05,7606
4988,53,2,2015-10-04,14922
4486,5,3,2015-07-21,13022
4069,6,3,2015-05-03,11395
4600,74,2,2015-07-14,13462
3588,59,1,2015-05-05,9637
4175,114,3,2015-01-29,11819
2599,18,3,2015-07-30,5959
4671,35,2,2015-07-15,13742
2270,18,3,2015-06-09,4727
2494,103,3,2015-05-05,5552
1406,115,3,2015-12-28,1469
3910,13,1,2015-12-18,10849
3358,12,1,2015-02-21,8773
1943,64,2,2015-01-14,3522
1995,22,1,2015-06-12,3699
4666,2,3,2015-02-24,13714
1994,2,1,2015-03-11,3693
4892,45,3,2015-01-09,14599
3531,136,3,2015-08-29,9416
1148,52,1,2015-04-15,547
1787,13,1,2015-10-31,2902
4215,73,1,2015-05-31,11978
2158,12,1,2015-08-01,4315
2510,17,2,2015-09-29,5607
3180,105,1,2015-10-19,8125
3207,114,2,2015-08-08,8227
1226,92,3,2015-11-12,819
1682,38,2,2015-06-25,2501
1509,59,3,2015-11-04,1872
2364,27,2,2015-06-21,5087
4679,17,2,2015-11-10,13772
4324,56,3,2015-01-05,12439
3497,85,2,2015-06-14,9270
1008,69,3,2015-07-21,32
4572,50,1,2015-10-29,13354
4030,154,3,2015-07-04,11273
2422,17,2,2015-08-12,5287
2694,95,1,2015-11-24,6313
3481,5,2,2015-08-03,9200
3821,44,1,2015-01-03,10524
3752,34,3,2015-08-20,10252
3262,122,1,2015-12-08,8428
1370,5,1,2015-06-28,1345
1090,114,1,2015-08-31,320
3862,11,2,2015-11-18,10678
4495,83,1,2015-04-08,13062
2492,44,3,2015-11-01,5548
4688,83,3,2015-08-01,13815
3633,20,3,2015-07-14,9804
3709,79,1,2015-08-08,10088
1220,5,3,2015-02-09,799
4236,75,2,2015-11-25,12076
3308,18,3,2015-08-19,8597
1183,4,1,2015-06-12,673
1999,27,3,2015-08-24,3722
4828,71,1,2015-10-11,14366
3608,115,1,2015-10-12,9721
3983,119,3,2015-09-09,11126
3460,60,2,2015-07-24,9111
1703,74,2,2015-02-21,2571
3002,142,3,2015-08-13,7456
4836,2,1,2015-08-17,14397
1561,34,3,2015-06-05,2039
4731,18,1,2015-04-04,13989
3812,69,1,2015-11-13,10493
2097,71,1,2015-10-01,4105
4986,4,2,2015-01-28,14915
4742,164,2,2015-11-15,14027
2502,45,3,2015-04-15,5577
1135,11,2,2015-07-10,490
2403,70,1,2015-02-14,5226
4234,78,1,2015-07-17,12064
4068,15,3,2015-12-11,11392
2311,12,1,2015-06-30,4887
1353,15,3,2015-01-21,1279
3251,36,3,2015-07-05,8385
1748,2,1,2015-03-08,2740
1638,50,2,2015-03-12,2343
2170,12,1,2015-02-10,4364
3903,70,1,2015-02-06,10821
1245,41,3,2015-06-27,896
3237,4,2,2015-06-28,8332
4908,64,3,2015-05-20,14646
1780,44,1,2015-07-12,2868
1438,74,3,2015-05-11,1594
1265,69,3,2015-01-19,957
3669,41,1,2015-02-10,9940
2412,50,3,2015-03-13,5258
1818,5,1,2015-09-10,3026
2601,78,3,2015-06-27,5972
1905,65,2,2015-07-31,3370
1407,24,1,2015-06-26,1474
3754,70,2,2015-01-02,10256
2743,18,3,2015-05-05,6495
2211,41,2,2015-09-22,4510
4138,115,2,2015-06-12,11683
4141,20,2,2015-11-12,11691
4826,5,3,2015-06-15,14355
2685,11,1,2015-10-07,6273
3793,158,3,2015-07-02,10422
4687,75,3,2015-09-23,13812
2277,25,3,2015-01-18,4767
4518,11,1,2015-07-20,13153
1997,24,3,2015-12-28,3709
4114,88,3,2015-08-07,11579
1097,17,1,2015-09-25,345
2568,4,1,2015-09-22,5841
1997,50,1,2015-08-20,3707
4987,69,2,2015-01-07,14919
2404,151,1,2015-06-02,5232
1619,158,2,2015-03-04,2271
3640,27,2,2015-03-13,9828
4537,76,3,2015-10-27,13231
3519,4,2,2015-07-30,9365
3587,25,3,2015-06-08,9634
1232,17,2,2015-07-01,840
2597,50,1,2015-08-15,5955
1878,65,3,2015-01-10,3254
2860,98,2,2015-03-01,6944
4006,132,3,2015-06-14,11188
4536,76,1,2015-09-13,13226
4180,103,2,2015-06-04,11839
1384,50,2,2015-03-23,1400
3322,2,1,2015-10-11,8649
2543,20,2,2015-08-13,5740
3763,75,2,2015-06-27,10305
4459,83,3,2015-02-08,12934
2736,38,2,2015-05-25,6468
1549,27,1,2015-03-18,2004
2047,17,2,2015-12-20,3908
3754,131,3,2015-01-22,10257
2667,71,2,2015-06-16,6212
1829,137,3,2015-06-19,3071
1376,60,2,2015-06-30,1363
2953,5,3,2015-01-04,7276
3465,62,3,2015-06-14,9137
3120,74,2,2015-12-23,7912
1301,75,1,2015-01-07,1095
1865,18,1,2015-10-18,3203
2772,24,2,2015-12-04,6618
1875,73,2,2015-05-22,3242
3358,5,2,2015-03-29,8775
3255,44,2,2015-11-05,8405
3877,14,2,2015-05-27,10728
1480,140,1,2015-08-24,1754
2850,8,3,2015-03-27,6904
1699,5,3,2015-07-07,2559
3258,17,1,2015-05-20,8417
4717,2,1,2015-05-03,13932
3307,78,3,2015-06-28,8588
2332,5,1,2015-12-15,4960
2431,134,2,2015-10-27,5320
2312,4,1,2015-03-26,4891
2232,139,1,2015-01-15,4586
3998,74,1,2015-12-14,11165
3054,18,1,2015-06-28,7660
4550,4,3,2015-03-26,13277
1075,136,3,2015-07-20,270
3898,38,3,2015-04-11,10800
3374,111,3,2015-08-27,8827
4262,44,2,2015-04-25,12169
1151,24,2,2015-09-17,557
3669,70,3,2015-01-17,9939
4222,74,3,2015-12-27,12015
1914,22,3,2015-06-04,3403
1306,5,1,2015-11-20,1114
4229,24,2,2015-08-20,12045
2145,100,2,2015-12-12,4268
1977,25,1,2015-01-12,3636
4552,18,1,2015-06-19,13281
4013,50,1,2015-03-18,11212
4566,114,2,2015-08-30,13335
3111,115,1,2015-12-23,7868
3699,11,1,2015-12-12,10061
2895,2,1,2015-08-14,7063
3868,24,3,2015-08-19,10701
3215,79,1,2015-04-24,8255
2461,2,3,2015-10-04,5447
1452,159,2,2015-11-25,1646
4618,11,2,2015-12-16,13526
4721,70,2,2015-05-23,13955
2712,2,3,2015-06-21,6382
1458,15,1,2015-08-24,1668
3746,74,2,2015-11-09,10231
3596,25,1,2015-04-20,9683
4120,152,3,2015-12-11,11602
3215,76,2,2015-07-21,8256
1674,132,1,2015-04-02,2472
3310,69,1,2015-05-14,8609
4783,4,2,2015-06-01,14185
3741,138,1,2015-06-14,10207
2466,17,3,2015-10-10,5462
1653,16,2,2015-12-07,2401
2070,17,2,2015-06-28,4005
1749,128,2,2015-01-04,2743
2625,44,2,2015-02-18,6058
3002,98,3,2015-01-21,7453
1064,4,3,2015-07-25,235
2127,58,1,2015-11-19,4197
4392,4,3,2015-08-16,12695
1649,18,1,2015-05-26,2378
4375,25,1,2015-04-29,12629
1699,121,2,2015-09-25,2560
2682,60,1,2015-12-01,6264
2022,128,2,2015-06-03,3810
2669,24,1,2015-03-29,6216
3025,83,3,2015-10-19,7537
3019,5,2,2015-12-19,7517
4801,49,1,2015-08-04,14257
3679,69,3,2015-09-25,9977
3380,28,3,2015-02-16,8841
3354,115,2,2015-11-29,8759
1756,38,2,2015-09-23,2775
3172,77,2,2015-03-01,8092
3341,71,1,2015-12-15,8708
1113,78,2,2015-08-05,409
3339,16,3,2015-12-08,8706
3015,27,3,2015-10-10,7506
3144,5,2,2015-04-27,7999
4106,54,2,2015-03-06,11542
1798,45,3,2015-01-01,2955
1493,96,1,2015-05-22,1810
4454,73,3,2015-12-23,12914
2935,44,3,2015-01-09,7206
3328,38,3,2015-09-12,8674
3915,20,2,2015-09-30,10875
1968,5,1,2015-08-21,3615
4355,119,1,2015-03-13,12555
1580,69,2,2015-08-07,2114
3703,18,3,2015-01-24,10068
1497,27,2,2015-04-18,1823
1340,5,2,2015-03-13,1237
1102,39,1,2015-06-27,366
4223,66,1,2015-10-07,12022
4190,44,2,2015-12-27,11880
4695,44,2,2015-07-22,13852
1421,44,1,2015-02-23,1529
3293,28,1,2015-05-09,8534
3543,24,3,2015-02-25,9453
1153,123,2,2015-10-26,566
4097,92,3,2015-11-14,11503
1073,136,3,2015-12-03,262
3390,36,3,2015-02-21,8876
1768,119,1,2015-05-19,2821
1186,109,3,2015-04-26,684
4138,39,1,2015-09-04,11684
2816,80,1,2015-10-11,6801
2568,34,1,2015-05-19,5838
4512,32,2,2015-03-07,13136
1628,17,3,2015-11-19,2311
3911,70,1,2015-03-05,10853
3736,65,2,2015-03-31,10185
4644,20,2,2015-07-02,13617
1583,12,2,2015-05-31,2125
3338,2,1,2015-08-17,8703
2427,74,1,2015-01-08,5304
1302,5,1,2015-08-26,1099
4499,111,2,2015-10-29,13079
1785,38,1,2015-02-03,2892
3961,41,3,2015-12-24,11045
2326,64,1,2015-07-16,4936
1319,24,1,2015-08-18,1155
2370,71,3,2015-05-06,5106
3332,73,1,2015-01-31,8686
2473,100,1,2015-07-01,5487
2810,74,1,2015-12-30,6769
1033,5,1,2015-04-22,124
4222,34,2,2015-05-27,12013
3679,44,1,2015-09-21,9976
2212,44,3,2015-08-27,4514
1507,35,3,2015-06-22,1863
2870,15,2,2015-01-21,6984
3429,5,1,2015-04-26,9011
4148,44,3,2015-04-09,11716
2970,5,2,2015-12-30,7342
2013,69,1,2015-08-30,3770
3967,15,2,2015-05-30,11072
2885,5,1,2015-05-15,7041
3935,5,2,2015-07-02,10947
3283,129,2,2015-05-01,8496
3268,5,3,2015-11-06,8456
3677,101,3,2015-04-30,9967
3495,18,2,2015-06-27,9264
1410,83,1,2015-10-04,1490
2440,17,1,2015-06-06,5364
4088,45,1,2015-01-13,11467
2469,60,1,2015-09-23,5474
4229,5,1,2015-03-06,12044
2728,16,3,2015-08-02,6440
4694,20,2,2015-01-25,13842
2836,71,3,2015-12-29,6857
1311,123,1,2015-02-12,1132
1760,35,2,2015-01-23,2788
3656,2,1,2015-03-02,9881
3720,138,1,2015-05-28,10130
2996,96,2,2015-09-26,7438
1949,75,1,2015-07-22,3552
4498,60,3,2015-02-11,13071
2447,122,3,2015-12-28,5398
1952,96,3,2015-03-23,3561
4099,12,1,2015-01-27,11510
1804,22,3,2015-03-12,2974
1510,5,1,2015-05-16,1878
2879,5,1,2015-04-18,7017
4899,72,3,2015-03-12,14624
4326,5,3,2015-09-29,12447
1670,38,1,2015-05-17,2463
1117,74,1,2015-05-24,428
1346,121,1,2015-04-03,1258
1178,156,1,2015-11-15,658
1649,50,3,2015-06-25,2379
4651,100,1,2015-06-21,13651
4243,96,1,2015-04-02,12097
4429,6,1,2015-07-21,12816
4645,12,1,2015-07-25,13624
4019,69,1,2015-07-24,11242
4459,36,2,2015-04-26,12935
3006,95,2,2015-12-27,7469
1834,75,2,2015-09-17,3088
3236,74,3,2015-07-04,8328
1765,74,1,2015-03-11,2808
3855,14,3,2015-03-09,10650
4392,71,1,2015-11-28,12696
3330,45,2,2015-07-26,8682
1723,74,1,2015-09-02,2635
4110,17,3,2015-03-30,11563
2600,75,3,2015-01-28,5963
2946,46,1,2015-10-07,7251
2426,74,3,2015-09-08,5302
4170,125,2,2015-05-03,11806
1109,70,1,2015-04-06,393
3429,59,2,2015-01-04,9009
2055,3,2,2015-02-04,3938
2480,4,3,2015-09-20,5514
2441,2,1,2015-05-30,5370
1054,70,2,2015-10-04,205
4818,131,2,2015-01-11,14315
3379,74,1,2015-01-21,8838
3939,146,3,2015-02-10,10963
1367,18,2,2015-08-05,1339
1043,2,1,2015-01-10,158
2231,114,1,2015-10-17,4581
3235,70,2,2015-12-28,8324
4554,137,2,2015-07-16,13288
3245,3,2,2015-01-24,8348
2996,44,3,2015-05-19,7437
2507,119,3,2015-01-05,5593
4186,73,1,2015-10-25,11860
3929,75,1,2015-04-28,10928
3760,49,2,2015-11-22,10287
4928,154,1,2015-08-18,14705
4217,50,3,2015-12-18,11994
1174,12,1,2015-02-11,642
4103,44,1,2015-06-19,11526
4408,60,2,2015-03-13,12749
2588,27,2,2015-12-28,5916
2598,38,3,2015-11-11,5956
1518,146,1,2015-12-11,1909
2702,74,1,2015-04-08,6343
1001,74,1,2015-01-20,7
2270,12,2,2015-09-30,4730
2838,92,3,2015-11-10,6865
1683,17,1,2015-05-26,2503
4040,128,1,2015-04-03,11310
3897,80,1,2015-08-23,10797
2200,66,1,2015-03-11,4470
4073,51,3,2015-01-29,11406
3700,38,3,2015-04-19,10062
3973,104,3,2015-06-10,11093
2715,80,2,2015-07-06,6396
3967,116,1,2015-11-23,11073
4002,92,1,2015-09-03,11179
2962,69,1,2015-03-01,7320
4340,6,1,2015-12-25,12509
2092,70,3,2015-11-06,4090
3143,74,2,2015-05-24,7997
2209,11,2,2015-10-03,4502
2816,50,1,2015-08-22,6798
2659,20,3,2015-06-01,6178
1588,156,2,2015-10-13,2146
1144,83,2,2015-10-15,530
2166,115,1,2015-12-10,4350
3300,12,2,2015-10-06,8565
3944,78,1,2015-01-03,10976
4979,38,3,2015-04-24,14898
2630,38,1,2015-01-21,6076
4240,38,2,2015-04-29,12083
2357,78,1,2015-07-08,5058
1743,60,1,2015-04-18,2721
1038,74,1,2015-04-02,140
3267,104,1,2015-01-18,8449
3402,71,1,2015-01-06,8917
3013,96,1,2015-08-21,7497
4807,28,2,2015-01-27,14277
2172,53,1,2015-03-02,4373
1388,154,2,2015-04-03,1415
3309,71,1,2015-01-21,8602
2194,80,3,2015-06-05,4455
4603,71,1,2015-01-21,13474
1631,27,2,2015-02-05,2317
2712,33,2,2015-09-11,6383
2757,53,3,2015-04-28,6550
4761,38,1,2015-09-08,14104
2688,101,3,2015-11-22,6284
2458,5,1,2015-08-23,5438
4087,119,1,2015-08-26,11465
4677,72,2,2015-10-15,13762
3250,61,3,2015-04-12,8381
3488,69,3,2015-08-19,9236
1679,5,2,2015-06-24,2489
4820,145,2,2015-07-23,14327
2079,71,3,2015-05-16,4042
2460,44,2,2015-10-27,5444
4286,5,1,2015-06-06,12263
3050,131,3,2015-08-10,7642
2888,4,3,2015-09-05,7049
2376,70,2,2015-05-28,5128
4748,114,1,2015-03-23,14057
2311,98,3,2015-06-06,4886
4765,69,3,2015-07-05,14119
4199,5,1,2015-08-04,11920
2592,5,2,2015-03-20,5932
1403,4,2,2015-05-15,1459
4031,38,2,2015-01-03,11276
1416,24,2,2015-03-04,1507
4022,38,1,2015-04-24,11251
3674,22,1,2015-03-22,9957
3430,96,3,2015-04-16,9017
1113,69,3,2015-03-29,408
4178,78,1,2015-01-22,11830
4037,101,3,2015-05-09,11298
3917,38,1,2015-09-13,10883
4658,77,2,2015-07-14,13681
1408,38,1,2015-07-23,1478
4940,27,1,2015-04-17,14759
1639,123,3,2015-10-10,2346
