member_number,Recency,Frequency,Monetary
4067,238.66666666666666,3,80.4
4068,137.25,4,97.3
4069,171.0,3,45.7
4070,220.66666666666666,3,43.1
4071,138.0,4,115.26
4072,138.0,1,9.4
4073,139.8,5,124.21
4074,164.75,4,70.21
4075,165.5,4,66.0
4076,126.4,5,84.6
4077,116.33333333333333,6,110.7
4078,119.66666666666667,6,253.12
4079,217.33333333333334,3,37.0
4080,154.0,4,54.9
4081,239.33333333333334,3,31.44
4082,120.4,5,135.7
4083,502.0,1,40.9
4084,124.0,5,89.8
4085,156.0,4,50.1
4086,143.0,5,176.96
4087,241.0,2,35.3
4088,170.0,4,69.23
4089,218.33333333333334,3,56.65
4090,191.66666666666666,3,44.12
4091,106.5,6,118.95
4092,139.75,4,137.51
4093,270.0,2,22.3
4094,176.75,4,48.1
4095,30.666666666666668,3,128.9
4096,154.75,4,173.0
4097,98.5,6,77.8
4098,170.5,4,90.11
4099,293.0,2,8.5
4100,205.33333333333334,3,65.35
4101,128.0,4,98.3
4102,44.333333333333336,6,289.4
4103,148.0,4,68.5
4104,69.28571428571429,7,132.35
4105,107.5,4,96.5
4106,106.0,5,89.81
4107,143.75,4,126.67
4108,98.0,5,135.35
4109,102.66666666666667,6,87.95
4110,117.33333333333333,6,124.95
4112,123.4,5,170.01
4113,109.5,6,86.21
4114,160.75,4,72.1
4115,172.5,4,52.22
4116,195.33333333333334,3,60.0
4117,102.5,6,124.65
4118,6.0,1,19.4
4119,108.0,4,91.81
4120,92.8,5,108.6
4121,117.0,6,76.52
4122,109.0,4,70.26
4123,270.5,2,24.0
4124,82.57142857142857,7,130.05
4125,130.0,5,57.6
4126,205.66666666666666,3,82.4
4127,163.0,4,89.35
4129,95.71428571428571,7,129.64
4130,111.0,6,180.21
4131,162.5,4,136.8
4132,167.0,4,56.16
4133,116.0,6,79.8
4134,76.0,6,104.95
4135,338.0,2,19.4
4136,226.66666666666666,3,28.6
4137,61.44444444444444,9,254.04
4138,98.6,5,133.39
4139,322.5,2,36.9
4140,242.33333333333334,3,50.2
4141,48.0,1,25.1
4142,43.0,1,4.9
4143,357.5,2,24.7
4144,180.25,4,78.8
4145,228.33333333333334,3,31.84
4146,121.0,6,85.9
4147,123.0,4,119.1
4148,110.4,5,83.05
4149,171.75,4,52.81
4150,161.5,4,113.71
4151,58.0,1,7.2
4152,77.6,5,115.0
4153,97.71428571428571,7,163.0
4154,145.75,4,80.0
4155,109.16666666666667,6,157.5
4156,159.0,4,131.65
4157,319.0,2,61.7
4158,24.5,2,16.85
4159,193.33333333333334,3,66.21
4160,102.33333333333333,6,126.92
4161,120.5,2,57.61
4162,170.5,4,114.0
4163,113.66666666666667,6,130.5
4164,166.75,4,127.05
4165,89.625,8,163.15
4166,97.0,4,58.26
4167,163.0,3,38.75
4168,231.5,2,39.7
4169,106.66666666666667,6,128.2
4170,71.2,5,119.65
4171,240.66666666666666,3,47.9
4172,227.33333333333334,3,50.15
4173,342.0,2,56.2
4174,266.5,2,37.5
4175,335.0,1,101.8
4176,189.0,3,37.66
4177,231.0,3,70.3
4178,83.28571428571429,7,113.15
4179,171.33333333333334,3,121.1
4180,103.0,6,92.11
4181,479.0,1,20.0
4182,120.66666666666667,6,126.1
4183,107.33333333333333,6,70.39
4184,156.33333333333334,3,22.5
4185,202.5,2,47.0
4186,66.0,1,25.3
4187,77.875,8,189.73
4188,497.0,1,6.72
4189,133.5,2,27.1
4190,61.111111111111114,9,120.49
4191,109.33333333333333,6,122.81
4192,136.2,5,68.7
4193,152.25,4,62.54
4194,112.5,6,127.2
4195,159.0,3,74.76
4196,139.0,5,39.9
4197,105.66666666666667,6,183.1
4198,207.5,2,57.9
4199,158.5,4,76.94
4200,555.0,1,53.76
4201,85.16666666666667,6,101.66
4202,113.66666666666667,6,138.4
4204,159.5,4,89.84
4205,167.5,2,51.5
4206,102.14285714285714,7,90.95
4207,108.75,4,105.55
4208,695.0,1,18.0
4209,326.0,2,35.8
4210,326.5,2,50.45
4211,129.6,5,130.01
4212,131.2,5,79.76
4213,203.66666666666666,3,111.9
4214,89.66666666666667,6,94.61
4215,159.0,4,150.7
4216,141.6,5,48.9
4217,65.5,10,104.25
4218,123.25,4,191.35
4219,148.75,4,57.5
4220,120.8,5,165.51
4221,151.25,4,83.96
4222,147.25,4,136.0
4223,92.85714285714286,7,124.2
4224,81.16666666666667,6,109.61
4225,121.5,2,24.4
4226,166.75,4,89.45
4227,174.33333333333334,3,106.1
4228,138.0,5,83.36
4229,177.0,3,48.8
4230,145.25,4,97.6
4231,347.0,2,68.91
4232,142.0,4,94.45
4233,177.75,4,83.3
4234,117.83333333333333,6,237.4
4235,92.71428571428571,7,211.84
4236,166.5,4,193.4
4237,589.0,1,24.7
4238,99.0,3,65.5
4239,193.5,2,101.8
4240,49.0,5,76.17
4241,232.0,2,27.1
4242,233.0,3,27.76
4243,119.0,6,213.34
4244,124.4,5,62.71
4245,133.25,4,54.61
4246,183.33333333333334,3,71.31
4247,727.0,1,5.6
4248,447.0,1,11.7
4249,133.8,5,87.28
4250,356.0,2,39.76
4251,91.16666666666667,6,167.4
4252,203.66666666666666,3,131.16
4254,123.33333333333333,3,58.42
4255,145.4,5,99.37
4256,231.66666666666666,3,59.21
4257,115.83333333333333,6,191.75
4258,113.0,5,130.7
4259,105.0,5,46.37
4260,182.0,4,64.2
4261,138.0,5,157.25
4262,95.28571428571429,7,137.1
4264,170.0,4,60.9
4265,132.4,5,49.9
4266,135.8,5,130.5
4267,68.83333333333333,6,143.7
4268,135.2,5,75.75
4269,183.0,3,99.7
4270,218.0,3,44.72
4271,283.5,2,52.04
4272,67.0,9,244.0
4273,85.5,4,49.1
4274,112.33333333333333,6,103.6
4275,127.2,5,144.6
4277,73.42857142857143,7,129.66
4278,294.5,2,43.8
4279,702.0,1,16.9
4280,133.8,5,241.6
4281,132.2,5,108.96
4282,279.0,2,41.2
4283,211.66666666666666,3,91.91
4284,186.66666666666666,3,62.3
4285,156.5,4,60.65
4286,100.75,4,79.8
4287,264.0,2,39.5
4288,111.6,5,131.0
4289,160.33333333333334,3,115.3
4290,214.66666666666666,3,42.85
4291,116.0,6,89.36
4292,101.42857142857143,7,189.7
4293,91.71428571428571,7,265.7
4294,111.16666666666667,6,66.6
4295,93.66666666666667,3,98.71
4296,95.0,4,86.4
4297,83.5,8,145.52
4298,216.0,3,51.86
4299,118.33333333333333,6,135.69
4300,233.66666666666666,3,42.6
4301,92.75,4,138.26
4302,76.28571428571429,7,254.72
4303,79.11111111111111,9,245.37
4304,176.66666666666666,3,50.36
4305,80.66666666666667,6,117.67
4306,148.0,4,81.15
4307,543.0,1,21.96
4308,120.33333333333333,6,92.12
4309,313.0,2,11.7
4310,241.66666666666666,3,68.7
4311,277.5,2,39.8
4312,127.4,5,151.06
4313,132.75,4,97.42
4314,100.28571428571429,7,76.9
4315,310.0,2,25.2
4316,90.875,8,186.46
4317,350.5,2,37.1
4318,214.33333333333334,3,39.95
4319,110.0,6,77.56
4320,136.2,5,79.8
4321,119.16666666666667,6,159.61
4322,127.2,5,77.7
4323,93.2,5,111.71
4324,176.0,4,161.21
4325,166.75,4,142.7
4326,68.6,5,111.37
4327,256.0,2,32.76
4328,109.66666666666667,3,236.01
4329,236.33333333333334,3,43.76
4330,107.33333333333333,6,188.9
4331,194.66666666666666,3,50.0
4332,33.0,2,30.25
4333,182.0,1,22.8
4334,140.0,5,78.05
4335,95.57142857142857,7,135.32
4336,74.0,6,122.5
4337,204.0,3,129.36
4338,56.81818181818182,11,239.76
4339,214.33333333333334,3,43.76
4340,91.83333333333333,6,128.5
4341,228.66666666666666,3,53.23
4342,124.4,5,49.3
4343,306.5,2,55.78
4344,142.0,3,87.8
4345,217.0,3,93.06
4347,269.5,2,22.5
4348,137.4,5,65.01
4349,175.0,4,51.1
4351,99.75,4,184.4
4352,65.0,4,114.75
4353,89.33333333333333,6,176.21
4354,259.0,2,34.7
4355,179.0,4,50.0
4356,240.0,3,134.52
4357,159.66666666666666,3,72.8
4358,168.66666666666666,3,107.31
4359,222.66666666666666,3,60.85
4360,153.0,3,66.25
4361,133.5,4,46.25
4362,119.16666666666667,6,123.55
4363,193.0,3,76.9
4364,78.66666666666667,9,157.05
4365,353.0,2,10.1
4366,139.0,1,5.7
4367,144.4,5,81.31
4368,169.5,4,36.4
4369,128.0,4,58.3
4370,228.66666666666666,3,64.35
4371,160.25,4,75.45
4372,174.75,4,76.65
4373,197.66666666666666,3,104.6
4374,249.5,2,47.7
4375,139.6,5,82.61
4376,68.3,10,160.32
4377,301.5,2,58.5
4378,225.5,2,14.5
4379,245.5,2,17.6
4380,157.5,4,175.9
4381,164.0,3,64.3
4382,334.5,2,85.8
4383,287.5,2,23.7
4384,120.0,4,99.6
4385,256.0,2,53.38
4386,113.0,1,4.5
4387,85.5,8,115.2
4388,170.0,4,146.26
4389,88.14285714285714,7,231.45
4390,205.0,2,63.4
4391,117.66666666666667,6,143.84
4392,142.4,5,88.82
4393,346.5,2,51.4
4394,171.0,4,79.9
4395,102.66666666666667,3,98.5
4396,325.0,2,82.22
4397,122.25,4,43.84
4398,131.6,5,81.9
4400,236.0,3,33.02
4401,168.5,4,40.2
4402,317.5,2,97.9
4403,143.6,5,67.06
4404,219.0,3,63.6
4405,179.0,2,72.7
4406,88.625,8,91.43
4407,190.66666666666666,3,41.85
4408,174.25,4,45.92
4409,301.5,2,27.34
4410,146.25,4,61.55
4411,128.5,2,76.8
4412,109.83333333333333,6,171.56
4413,159.66666666666666,3,49.5
4414,227.0,3,69.26
4415,166.0,4,44.21
4416,96.14285714285714,7,72.3
4417,85.75,4,217.21
4418,169.5,4,134.6
4419,7.0,1,4.6
4420,153.33333333333334,3,54.2
4422,323.0,2,53.32
4423,673.0,1,11.4
4424,162.0,3,143.65
4425,74.0,1,23.7
4426,103.42857142857143,7,114.5
4427,144.0,5,128.71
4428,167.0,3,39.7
4429,162.0,1,23.5
4430,136.2,5,170.71
4431,130.8,5,72.8
4432,97.0,5,73.11
4433,136.4,5,165.2
4434,116.83333333333333,6,235.12
4435,175.5,4,15.7
4436,7.0,1,24.1
4437,46.77777777777778,9,285.6
4439,121.0,3,54.3
4440,114.33333333333333,6,118.2
4441,113.83333333333333,6,133.3
4442,144.8,5,143.7
4443,232.66666666666666,3,56.5
4444,122.8,5,110.8
4445,102.33333333333333,6,141.2
4447,243.0,1,6.8
4448,135.4,5,121.71
4449,153.66666666666666,3,78.0
4450,232.33333333333334,3,60.8
4451,402.0,1,18.9
4452,98.0,2,44.6
4453,87.875,8,158.6
4454,7.0,1,14.1
4455,70.0,8,105.66
4456,121.6,5,91.55
4457,278.5,2,63.8
4458,351.0,2,38.2
4459,101.0,5,76.11
4460,81.0,3,49.15
4461,160.0,4,81.01
4462,160.5,4,46.9
4463,151.5,4,111.3
4464,88.25,8,89.6
4465,362.5,2,51.6
4466,178.0,3,57.6
4467,179.5,4,95.4
4468,164.5,4,156.1
4469,157.66666666666666,3,111.21
4470,138.0,5,117.0
4471,156.5,4,81.0
4472,445.0,1,9.0
4473,143.75,4,177.51
4474,159.25,4,72.5
4475,264.5,2,62.1
4477,221.0,2,58.95
4478,186.0,3,72.05
4479,176.25,4,29.1
4480,296.0,2,46.06
4481,253.0,2,30.5
4482,125.66666666666667,3,98.2
4483,272.5,2,21.53
4484,205.33333333333334,3,41.92
4485,175.5,4,128.55
4486,90.16666666666667,6,206.66
4487,90.14285714285714,7,194.71
4488,204.33333333333334,3,44.0
4489,195.0,3,67.94
4490,708.0,1,17.6
4491,468.0,1,17.11
4492,153.75,4,85.0
4493,163.5,4,52.5
4494,78.0,9,277.91
4495,83.42857142857143,7,160.55
4496,341.0,1,13.0
4497,156.5,2,21.2
4498,112.8,5,88.2
4499,92.16666666666667,6,203.27
4500,173.5,4,75.6
4501,95.6,5,73.22
4502,143.5,4,42.04
4503,63.2,5,130.3
4504,141.6,5,76.3
4505,142.2,5,118.76
4506,141.0,1,8.7
4507,97.5,2,59.71
4508,94.0,6,61.4
4509,95.33333333333333,6,290.75
4510,94.0,7,189.77
4511,166.33333333333334,3,70.7
4512,96.83333333333333,6,193.21
4513,349.5,2,53.49
4514,531.0,1,14.6
4515,94.85714285714286,7,128.51
4516,138.0,2,45.2
4517,430.0,1,26.0
4518,243.0,2,32.8
4519,59.5,2,101.6
4520,229.0,3,21.0
4521,106.0,1,10.0
4522,194.0,3,21.9
4523,89.5,6,203.95
4524,77.75,8,153.0
4525,92.66666666666667,6,129.4
4526,54.0,9,153.76
4527,145.4,5,76.51
4528,275.5,2,15.4
4529,107.5,4,71.37
4530,131.0,2,10.6
4531,85.28571428571429,7,109.07
4532,137.33333333333334,3,65.1
4533,208.66666666666666,3,32.4
4534,244.5,2,37.51
4535,179.66666666666666,3,23.4
4536,149.5,4,80.0
4537,60.5,6,116.5
4538,140.0,4,84.8
4539,213.0,3,47.3
4540,98.8,5,179.76
4541,159.0,4,140.4
4542,148.33333333333334,3,47.7
4543,199.33333333333334,3,83.5
4544,118.8,5,65.65
4546,162.5,4,127.71
4547,239.5,2,59.1
4548,103.85714285714286,7,150.7
4550,119.16666666666667,6,135.1
4551,361.0,2,38.4
4552,64.66666666666667,3,28.5
4553,210.5,2,44.7
4554,132.5,4,102.6
4555,75.2,5,77.7
4556,111.0,4,118.2
4557,179.5,4,143.01
4558,163.33333333333334,3,73.91
4559,121.25,4,54.2
4560,91.0,2,23.2
4561,175.5,4,66.4
4562,291.5,2,11.4
4563,140.2,5,116.8
4564,116.66666666666667,6,142.26
4566,104.33333333333333,6,153.97
4567,109.0,6,134.01
4569,173.33333333333334,3,125.14
4570,317.5,2,32.5
4571,164.0,3,59.5
4572,110.2,5,134.8
4573,94.14285714285714,7,112.5
4574,103.5,6,135.9
4575,180.75,4,31.74
4576,101.0,4,159.4
4577,193.33333333333334,3,86.25
4578,153.25,4,62.44
4579,142.0,5,111.15
4580,222.0,2,124.02
4581,256.0,2,34.0
4582,167.0,4,63.7
4583,286.0,2,62.05
4584,123.4,5,174.31
4585,118.4,5,156.56
4586,197.33333333333334,3,59.1
4587,586.0,1,17.6
4588,104.0,5,176.21
4589,141.0,5,179.91
4590,498.0,1,9.6
4591,179.0,3,68.0
4592,107.0,6,142.91
4593,80.25,4,59.0
4594,83.0,7,160.6
4595,283.5,2,28.1
4596,135.8,5,92.0
4597,208.0,3,61.9
4598,96.2,5,114.7
4599,324.5,2,49.4
4600,134.33333333333334,3,98.65
4601,103.42857142857143,7,166.65
4602,126.0,1,63.5
4603,171.5,4,85.12
4604,188.0,2,62.3
4605,72.0,3,49.9
4606,115.8,5,109.2
4607,189.66666666666666,3,66.6
4608,132.0,4,114.0
4609,304.0,2,71.0
4610,101.75,4,97.05
4611,148.5,2,28.3
4612,239.0,2,23.1
4613,132.75,4,82.82
4614,78.8,5,36.6
4615,320.0,2,53.3
4616,116.33333333333333,6,72.2
4617,140.66666666666666,3,87.3
4618,143.6,5,108.5
4619,108.5,2,56.11
4620,218.0,3,60.36
4621,642.0,1,23.7
4622,147.75,4,60.94
4623,102.85714285714286,7,121.4
4624,88.14285714285714,7,260.95
4625,363.0,2,30.5
4626,215.66666666666666,3,44.7
4627,338.0,2,108.5
4628,98.14285714285714,7,262.4
4629,115.5,4,61.42
4630,549.0,1,15.7
4631,673.0,1,6.8
4632,139.0,5,80.0
4633,171.25,4,133.8
4634,199.66666666666666,3,106.6
4635,174.0,4,35.5
4636,161.0,4,213.57
4637,126.4,5,128.9
4638,169.75,4,81.52
4639,403.0,1,28.6
4640,140.66666666666666,3,37.69
4641,130.8,5,89.3
4642,189.0,2,19.57
4643,110.16666666666667,6,122.15
4644,90.5,2,47.4
4645,86.625,8,101.9
4646,118.83333333333333,6,98.14
4647,167.0,2,42.4
4648,113.25,4,73.1
4649,144.6,5,53.86
4650,116.2,5,71.32
4651,239.66666666666666,3,48.7
4652,147.25,4,114.3
4653,240.5,2,13.4
4654,201.0,3,65.06
4655,102.75,4,54.5
4656,74.22222222222223,9,200.3
4657,127.2,5,166.8
4658,234.33333333333334,3,21.9
4659,176.75,4,76.6
4660,235.33333333333334,3,104.7
4661,97.57142857142857,7,139.1
4662,117.8,5,83.74
4663,224.66666666666666,3,36.65
4664,242.0,3,59.6
4665,179.25,4,59.42
4666,116.16666666666667,6,210.57
4667,83.125,8,159.0
4668,201.66666666666666,3,43.2
4669,131.2,5,116.49
4670,233.66666666666666,3,32.9
4671,88.625,8,182.45
4672,134.66666666666666,3,68.6
4673,185.0,3,107.4
4674,226.66666666666666,3,31.2
4675,134.75,4,70.6
4676,225.66666666666666,3,98.6
4677,113.33333333333333,3,38.2
4678,219.0,3,94.2
4679,100.85714285714286,7,277.18
4680,176.5,4,107.39
4681,179.0,4,143.62
4682,206.0,3,34.2
4683,74.22222222222223,9,247.8
4684,172.75,4,67.1
4685,118.16666666666667,6,145.51
4686,91.83333333333333,6,68.3
4687,157.75,4,63.6
4688,108.2,5,95.6
4689,132.33333333333334,3,20.9
4690,167.0,4,81.7
4691,200.33333333333334,3,97.26
4692,126.75,4,129.0
4693,91.57142857142857,7,105.39
4694,81.125,8,152.55
4695,66.44444444444444,9,225.41
4696,159.33333333333334,3,37.2
4697,120.4,5,69.32
4698,236.33333333333334,3,106.2
4699,109.0,6,162.93
4700,115.33333333333333,6,98.45
4701,244.0,1,37.95
4702,74.5,2,48.39
4703,436.0,1,8.2
4704,104.5,4,106.61
4705,136.0,5,55.81
4706,213.0,3,73.9
4707,284.0,2,10.7
4708,83.2,5,157.8
4709,220.33333333333334,3,55.3
4710,170.25,4,87.9
4711,139.75,4,53.55
4712,130.2,5,107.9
4713,275.5,2,46.8
4714,279.0,2,28.4
4715,139.6,5,96.3
4716,295.5,2,64.6
4717,133.4,5,97.74
4718,220.66666666666666,3,125.49
4719,98.0,7,124.12
4720,119.83333333333333,6,113.41
4721,87.875,8,156.91
4722,144.4,5,117.91
4723,163.0,3,64.01
4724,160.5,2,38.9
4725,121.5,4,72.22
4726,159.5,4,62.41
4727,156.75,4,39.5
4728,141.75,4,74.49
4729,216.0,3,28.74
4730,230.0,2,15.6
4731,270.0,1,46.6
4732,392.0,1,66.2
4733,124.0,4,73.14
4734,107.66666666666667,3,148.31
4735,128.6,5,162.1
4736,172.0,4,122.6
4737,102.0,1,18.0
4738,224.0,3,46.5
4739,347.0,2,13.2
4740,120.75,4,78.7
4741,95.71428571428571,7,113.0
4742,88.25,4,179.11
4743,118.8,5,118.64
4744,139.6,5,61.4
4745,91.71428571428571,7,155.98
4746,121.16666666666667,6,137.8
4747,127.4,5,175.44
4748,124.0,5,66.2
4749,118.75,4,82.76
4750,157.0,4,94.52
4751,222.66666666666666,3,50.8
4752,222.0,3,55.45
4753,81.0,6,301.1
4755,3.0,1,9.9
4756,100.0,6,198.51
4757,118.33333333333333,3,103.0
4758,159.5,4,39.7
4759,352.5,2,154.35
4760,110.0,4,122.71
4761,146.5,4,81.55
4762,119.0,6,73.98
4763,223.66666666666666,3,36.8
4764,193.33333333333334,3,53.95
4765,240.33333333333334,3,97.35
4766,116.5,4,119.26
4768,292.0,1,57.0
4769,127.8,5,107.85
4770,227.0,3,63.5
4771,221.33333333333334,3,53.2
4772,144.0,4,81.86
4773,79.28571428571429,7,149.5
4774,262.0,2,44.5
4775,641.0,1,17.6
4776,81.25,4,125.7
4778,69.8,5,146.4
4779,100.0,7,117.9
4780,94.42857142857143,7,127.22
4781,197.0,3,67.1
4782,124.4,5,88.05
4783,85.57142857142857,7,190.16
4784,214.0,2,114.0
4785,121.8,5,109.43
4786,201.66666666666666,3,76.1
4787,81.66666666666667,6,117.9
4788,137.6,5,152.02
4789,137.4,5,207.05
4790,159.66666666666666,3,53.39
4791,347.0,2,24.4
4792,220.0,2,18.7
4793,80.0,5,107.4
4794,113.5,4,68.8
4795,153.0,1,13.5
4796,144.2,5,95.6
4797,140.4,5,141.6
4798,196.66666666666666,3,45.84
4799,91.14285714285714,7,171.85
4800,131.8,5,205.6
4801,226.5,2,29.2
4802,507.0,1,30.01
4803,239.0,3,19.0
4804,84.5,6,167.55
4805,120.0,2,12.0
4806,150.5,4,87.01
4807,106.0,6,144.01
4808,135.0,3,91.08
4809,96.83333333333333,6,99.26
4810,144.0,2,37.4
4811,158.0,3,32.9
4812,176.75,4,105.31
4813,198.0,3,73.9
4814,120.16666666666667,6,112.5
4815,705.0,1,47.9
4816,152.0,1,3.2
4817,119.0,5,102.0
4818,240.66666666666666,3,43.5
4819,123.2,5,71.05
4820,88.0,7,133.8
4821,154.75,4,97.6
4822,121.0,6,50.8
4823,181.0,4,67.46
4824,559.0,1,11.6
4825,102.66666666666667,6,160.0
4826,111.33333333333333,6,180.31
4827,126.5,4,108.7
4828,85.85714285714286,7,205.01
4829,57.0,1,27.41
4830,181.25,4,36.7
4831,74.14285714285714,7,263.66
4832,139.8,5,140.02
4833,204.0,3,57.95
4834,247.0,1,7.8
4835,107.0,6,80.84
4836,143.2,5,242.0
4837,135.25,4,86.8
4838,169.33333333333334,3,75.3
4839,165.0,4,45.34
4840,156.0,4,79.4
4841,60.5,4,46.9
4842,129.0,5,79.89
4843,102.66666666666667,3,104.85
4844,310.0,1,23.4
4845,179.33333333333334,3,102.2
4846,214.0,2,15.0
4847,174.25,4,46.42
4848,63.333333333333336,3,48.5
4849,218.66666666666666,3,48.64
4850,322.0,2,41.9
4851,117.8,5,145.21
4852,90.0,8,108.8
4853,105.6,5,123.6
4854,239.0,3,44.36
4855,157.5,4,108.8
4856,180.0,3,51.86
4857,333.5,2,35.11
4858,238.33333333333334,3,50.6
4859,142.75,4,112.0
4860,119.33333333333333,6,72.16
4861,215.66666666666666,3,34.4
4862,122.6,5,95.31
4863,483.0,2,36.1
4864,56.2,10,150.58
4865,294.5,2,71.5
4866,183.0,3,27.1
4867,120.8,5,180.0
4868,137.6,5,51.7
4869,155.0,3,82.3
4870,225.66666666666666,3,24.4
4871,180.33333333333334,3,100.12
4872,171.25,4,111.62
4873,216.0,3,69.2
4874,338.5,2,43.95
4875,78.0,8,249.61
4876,215.0,3,61.9
4877,98.33333333333333,6,147.41
4878,157.66666666666666,3,71.8
4879,156.75,4,99.15
4880,327.0,2,127.1
4881,121.66666666666667,3,59.94
4882,224.0,2,36.6
4883,73.8,5,99.52
4884,699.0,1,26.3
4885,75.0,1,16.4
4886,136.0,4,121.31
4887,242.33333333333334,3,47.9
4888,287.0,2,39.55
4889,330.0,1,6.4
4890,83.4,5,93.6
4891,115.2,5,111.1
4892,122.66666666666667,3,96.2
4893,172.0,4,109.9
4894,181.0,3,81.0
4895,53.0,4,42.6
4896,221.66666666666666,3,71.31
4897,161.75,4,79.6
4898,212.0,3,57.2
4899,149.75,4,74.9
4900,302.5,2,26.1
4901,209.0,3,70.0
4902,193.0,3,25.0
4903,121.5,2,48.1
4904,389.0,1,14.5
4905,35.0,1,33.2
4906,164.75,4,107.35
4907,348.5,2,29.7
4908,200.33333333333334,3,74.2
4909,264.0,2,55.71
4910,224.0,3,74.9
4911,183.33333333333334,3,50.75
4913,241.0,3,31.4
4914,156.0,4,98.76
4915,102.85714285714286,7,88.4
4916,143.6,5,141.5
4917,206.0,3,45.4
4918,337.0,1,17.7
4919,146.5,2,58.9
4920,223.5,2,19.0
4922,136.0,5,106.0
4923,127.2,5,93.07
4924,118.33333333333333,6,87.4
4925,176.5,4,87.89
4926,405.0,1,2.9
4927,313.0,2,29.2
4928,134.0,1,68.4
4929,150.25,4,86.95
4930,504.0,1,18.71
4931,135.0,5,68.1
4932,108.16666666666667,6,95.91
4933,77.44444444444444,9,113.05
4934,110.75,4,37.0
4935,227.33333333333334,3,62.4
4936,151.5,2,31.11
4937,79.42857142857143,7,172.04
4938,120.66666666666667,6,124.88
4939,144.2,5,111.5
4940,165.66666666666666,3,82.75
4941,76.66666666666667,9,194.04
4942,182.0,4,98.1
4943,202.66666666666666,3,34.1
4944,177.25,4,53.05
4945,150.0,1,12.0
4946,127.2,5,162.5
4947,140.2,5,154.25
4948,318.0,2,27.6
4949,134.0,1,15.2
4950,206.33333333333334,3,52.72
4951,99.83333333333333,6,137.61
4952,76.14285714285714,7,172.5
4953,108.25,4,144.9
4954,132.5,4,60.0
4955,216.0,3,39.8
4956,222.0,3,45.3
4957,198.0,3,63.4
4958,138.4,5,189.71
4959,89.2,5,98.1
4960,109.25,4,36.0
4961,423.0,1,16.2
4962,114.4,5,118.8
4963,175.25,4,69.11
4964,82.5,2,23.15
4965,186.0,2,59.9
4966,182.5,2,55.6
4967,123.4,5,151.4
4968,222.0,3,121.2
4969,144.4,5,94.36
4970,165.0,3,70.5
4971,139.33333333333334,3,41.4
4972,94.16666666666667,6,138.71
4973,581.0,1,16.4
4974,265.0,2,34.24
4975,144.6,5,110.71
4976,86.0,2,88.41
4977,127.5,2,72.85
4978,711.0,1,42.6
4979,223.33333333333334,3,28.6
4980,492.0,1,20.75
4981,336.0,2,101.6
4982,151.0,1,9.6
4983,185.66666666666666,3,29.22
4984,190.33333333333334,3,22.15
4985,164.5,4,25.97
4986,172.5,4,86.95
4987,209.0,3,26.4
4988,124.0,5,135.4
4989,168.66666666666666,3,86.2
4990,208.0,3,99.41
4991,141.8,5,61.34
4992,168.5,4,133.9
4993,116.8,5,96.79
4994,325.0,1,13.5
4995,327.0,2,29.0
4996,104.33333333333333,3,28.5
4997,362.0,2,93.01
4998,77.0,1,33.0
4999,105.0,6,164.87
5000,220.33333333333334,3,21.8
