member_number,Recency,Frequency,Monetary,R,F,M,RFM_Level
2656,127.8,5,105.1,3,3,3,REGULARS
2657,136.5,2,57.2,3,1,2,REGULARS
2658,229.0,2,26.9,1,1,1,NEW
2659,104.0,5,172.98,4,3,4,ACTIVE
2660,325.0,2,86.21,1,1,3,REGULARS
2661,122.25,4,71.91,3,3,2,REGULARS
2662,231.66666666666663,3,33.41,1,2,1,REGULARS
2663,78.77777777777777,9,208.83,4,4,4,ACTIVE
2664,240.33333333333331,3,62.9,1,2,2,REGULARS
2665,222.5,2,84.66,1,1,3,REGULARS
2666,89.71428571428571,7,110.55,4,4,3,ACTIVE
2667,217.0,2,38.29,1,1,1,NEW
2668,394.0,1,4.2,1,1,1,NEW
2669,162.5,4,62.1,2,3,2,REGULARS
2670,251.0,2,47.1,1,1,2,REGULARS
2671,153.5,4,56.3,2,3,2,REGULARS
2672,117.4,5,121.8,3,3,4,REGULARS
2673,154.25,4,36.1,2,3,1,REGULARS
2674,202.66666666666663,3,41.7,2,2,1,REGULARS
2675,161.66666666666666,3,18.2,2,2,1,REGULARS
2676,143.8,5,129.9,3,3,4,REGULARS
2677,11.5,2,33.6,4,1,1,REGULARS
2678,71.25,4,99.05,4,3,3,ACTIVE
2679,162.0,3,57.39,2,2,2,REGULARS
2680,163.5,4,70.1,2,3,2,REGULARS
2681,160.66666666666666,3,72.0,2,2,2,REGULARS
2682,135.6,5,49.2,3,3,2,REGULARS
2683,211.66666666666663,3,82.7,2,2,3,REGULARS
2684,353.0,1,7.5,1,1,1,NEW
2685,137.4,5,60.4,3,3,2,REGULARS
2686,193.0,2,27.0,2,1,1,REGULARS
2687,127.0,4,140.6,3,3,4,REGULARS
2688,141.2,5,100.1,3,3,3,REGULARS
2689,155.0,4,85.4,2,3,3,REGULARS
2690,103.85714285714286,7,185.5,4,4,4,ACTIVE
2691,65.6,5,104.31,4,3,3,ACTIVE
2692,185.0,3,125.6,2,2,4,REGULARS
2693,171.0,4,101.4,2,3,3,REGULARS
2694,112.83333333333331,6,161.77,3,4,4,REGULARS
2695,171.0,3,74.31,2,2,2,REGULARS
2696,87.8,5,76.0,4,3,3,ACTIVE
2697,340.5,2,78.7,1,1,3,REGULARS
2698,213.0,3,61.8,2,2,2,REGULARS
2699,120.4,5,60.55,3,3,2,REGULARS
2700,85.5,4,114.89,4,3,3,ACTIVE
2701,131.6,5,104.69,3,3,3,REGULARS
2702,119.5,4,69.31,3,3,2,REGULARS
2703,114.25,4,73.0,3,3,2,REGULARS
2704,257.5,2,39.8,1,1,1,NEW
2705,174.33333333333334,3,72.94,2,2,2,REGULARS
2706,84.25,8,260.9,4,4,4,ACTIVE
2707,93.14285714285714,7,123.56,4,4,4,ACTIVE
2708,292.0,2,79.5,1,1,3,REGULARS
2709,182.0,4,46.45,2,3,2,REGULARS
2710,188.5,2,19.5,2,1,1,REGULARS
2711,144.33333333333334,3,107.2,3,2,3,REGULARS
2712,113.8,5,67.54,3,3,2,REGULARS
2713,120.2,5,159.3,3,3,4,REGULARS
2714,290.0,1,36.7,1,1,1,NEW
2715,116.83333333333331,6,117.4,3,4,4,REGULARS
2716,101.85714285714286,7,192.11,4,4,4,ACTIVE
2717,727.0,1,8.4,1,1,1,NEW
2718,88.0,8,170.72,4,4,4,ACTIVE
2719,136.4,5,98.0,3,3,3,REGULARS
2720,552.0,1,14.9,1,1,1,NEW
2721,84.0,2,41.3,4,1,1,REGULARS
2722,261.0,2,22.1,1,1,1,NEW
2723,107.25,4,157.51,4,3,4,ACTIVE
2724,308.0,2,81.2,1,1,3,REGULARS
2725,362.0,2,33.4,1,1,1,NEW
2726,128.75,4,69.92,3,3,2,REGULARS
2727,145.6,5,108.4,3,3,3,REGULARS
2728,75.0,2,50.4,4,1,2,REGULARS
2729,83.85714285714286,7,236.3,4,4,4,ACTIVE
2730,163.25,4,107.11,2,3,3,REGULARS
2731,245.0,2,18.0,1,1,1,NEW
2732,174.5,4,68.9,2,3,2,REGULARS
2733,241.66666666666663,3,29.3,1,2,1,REGULARS
2734,275.0,1,29.14,1,1,1,NEW
2735,212.0,1,7.4,2,1,1,REGULARS
2736,85.14285714285714,7,267.41,4,4,4,ACTIVE
2737,245.0,2,37.73,1,1,1,NEW
2738,101.85714285714286,7,220.0,4,4,4,ACTIVE
2739,268.5,2,37.2,1,1,1,NEW
2740,281.0,2,53.8,1,1,2,REGULARS
2741,126.75,4,61.5,3,3,2,REGULARS
2742,192.0,3,49.85,2,2,2,REGULARS
2743,96.0,7,312.47,4,4,4,ACTIVE
2744,216.66666666666663,3,69.5,1,2,2,REGULARS
2745,102.0,6,144.61,4,4,4,ACTIVE
2746,101.71428571428572,7,167.15,4,4,4,ACTIVE
2747,105.33333333333331,6,131.3,4,4,4,ACTIVE
2748,637.0,1,20.4,1,1,1,NEW
2749,135.0,3,65.1,3,2,2,REGULARS
2750,239.33333333333331,3,62.95,1,2,2,REGULARS
2751,138.0,5,104.78,3,3,3,REGULARS
2752,81.0,1,24.7,4,1,1,REGULARS
2753,225.0,3,48.2,1,2,2,REGULARS
2754,191.33333333333331,3,82.1,2,2,3,REGULARS
2755,121.16666666666669,6,160.3,3,4,4,REGULARS
2756,148.75,4,97.9,3,3,3,REGULARS
2757,106.0,3,127.8,4,2,4,ACTIVE
2758,77.66666666666667,9,212.9,4,4,4,ACTIVE
2759,156.0,1,8.0,2,1,1,REGULARS
2760,70.88888888888889,9,135.4,4,4,4,ACTIVE
2761,116.33333333333331,6,99.18,3,4,3,REGULARS
2762,107.25,4,82.35,4,3,3,ACTIVE
2763,147.75,4,53.54,3,3,2,REGULARS
2764,106.66666666666669,6,92.76,4,4,3,ACTIVE
2765,137.8,5,156.26,3,3,4,REGULARS
2766,194.0,3,75.2,2,2,3,REGULARS
2767,337.0,1,23.1,1,1,1,NEW
2768,302.0,2,52.11,1,1,2,REGULARS
2769,98.6,5,132.63,4,3,4,ACTIVE
2770,244.0,2,37.5,1,1,1,NEW
2771,200.33333333333331,3,133.7,2,2,4,REGULARS
2772,90.71428571428572,7,237.21,4,4,4,ACTIVE
2773,579.0,1,14.5,1,1,1,NEW
2774,214.66666666666663,3,27.96,2,2,1,REGULARS
2775,131.75,4,83.31,3,3,3,REGULARS
2776,318.0,2,25.14,1,1,1,NEW
2777,118.0,4,86.2,3,3,3,REGULARS
2778,153.25,4,37.59,2,3,1,REGULARS
2779,118.0,6,223.55,3,4,4,REGULARS
2780,59.0,2,66.2,4,1,2,REGULARS
2781,89.66666666666667,6,88.5,4,4,3,ACTIVE
2782,134.66666666666666,3,70.71,3,2,2,REGULARS
2783,274.0,1,7.8,1,1,1,NEW
2784,116.6,5,133.96,3,3,4,REGULARS
2785,73.0,5,132.97,4,3,4,ACTIVE
2786,225.66666666666663,3,71.3,1,2,2,REGULARS
2787,101.83333333333331,6,155.6,4,4,4,ACTIVE
2788,170.25,4,36.6,2,3,1,REGULARS
2789,72.5,8,209.61,4,4,4,ACTIVE
2790,333.5,3,80.51,1,2,3,REGULARS
2791,404.0,1,38.1,1,1,1,NEW
2792,170.5,4,92.9,2,3,3,REGULARS
2794,97.14285714285714,7,236.4,4,4,4,ACTIVE
2795,130.2,5,74.0,3,3,2,REGULARS
2796,136.4,5,69.0,3,3,2,REGULARS
2797,254.5,2,50.7,1,1,2,REGULARS
2798,162.75,4,29.2,2,3,1,REGULARS
2799,64.625,8,161.7,4,4,4,ACTIVE
2800,85.4,5,78.15,4,3,3,ACTIVE
2801,176.5,4,22.35,2,3,1,REGULARS
2802,153.0,4,59.2,2,3,2,REGULARS
2803,135.6,5,96.62,3,3,3,REGULARS
2804,162.25,4,71.6,2,3,2,REGULARS
2805,125.25,4,77.85,3,3,3,REGULARS
2806,177.5,4,98.5,2,3,3,REGULARS
2807,144.0,4,63.21,3,3,2,REGULARS
2808,235.33333333333331,3,14.8,1,2,1,REGULARS
2809,319.0,2,69.35,1,1,2,REGULARS
2810,138.0,6,171.4,3,4,4,REGULARS
2811,99.83333333333331,6,305.73,4,4,4,ACTIVE
2812,244.5,2,50.3,1,1,2,REGULARS
2813,136.2,5,110.21,3,3,3,REGULARS
2814,81.14285714285714,7,152.42,4,4,4,ACTIVE
2815,128.0,4,101.8,3,3,3,REGULARS
2816,88.875,8,116.3,4,4,4,ACTIVE
2817,186.33333333333331,3,98.8,2,2,3,REGULARS
2818,17.666666666666668,3,45.81,4,2,2,ACTIVE
2820,401.0,1,24.21,1,1,1,NEW
2822,281.0,2,23.48,1,1,1,NEW
2823,255.0,2,63.3,1,1,2,REGULARS
2824,160.33333333333334,3,64.2,2,2,2,REGULARS
2825,123.6,5,129.9,3,3,4,REGULARS
2826,482.0,1,13.4,1,1,1,NEW
2827,220.0,2,49.22,1,1,2,REGULARS
2828,697.0,1,26.8,1,1,1,NEW
2829,180.33333333333331,3,71.9,2,2,2,REGULARS
2830,132.25,4,71.2,3,3,2,REGULARS
2831,147.75,4,52.2,3,3,2,REGULARS
2832,115.8,5,86.65,3,3,3,REGULARS
2833,138.0,1,52.3,3,1,2,REGULARS
2834,172.75,4,177.32,2,3,4,REGULARS
2835,100.14285714285714,7,148.52,4,4,4,ACTIVE
2836,90.4,5,143.13,4,3,4,ACTIVE
2837,110.4,5,56.45,4,3,2,ACTIVE
2838,206.66666666666663,3,49.8,2,2,2,REGULARS
2839,183.0,3,180.3,2,2,4,REGULARS
2840,87.66666666666667,6,117.9,4,4,4,ACTIVE
2841,10.0,1,9.0,4,1,1,REGULARS
2842,297.0,2,67.8,1,1,2,REGULARS
2843,156.25,4,55.3,2,3,2,REGULARS
2844,223.0,1,18.8,1,1,1,NEW
2845,199.5,2,31.9,2,1,1,REGULARS
2846,143.33333333333334,3,58.36,3,2,2,REGULARS
2847,120.83333333333331,6,167.0,3,4,4,REGULARS
2848,267.0,2,21.4,1,1,1,NEW
2849,137.4,5,133.35,3,3,4,REGULARS
2850,179.75,4,121.6,2,3,4,REGULARS
2851,79.22222222222223,9,277.4,4,4,4,ACTIVE
2852,205.0,1,19.5,2,1,1,REGULARS
2853,215.0,2,26.91,2,1,1,REGULARS
2854,171.25,4,144.02,2,3,4,REGULARS
2855,89.0,8,215.01,4,4,4,ACTIVE
2856,185.5,2,32.4,2,1,1,REGULARS
2857,96.5,6,177.81,4,4,4,ACTIVE
2858,493.0,1,36.8,1,1,1,NEW
2859,335.5,2,46.9,1,1,2,REGULARS
2860,119.66666666666669,6,127.49,3,4,4,REGULARS
2861,124.8,5,70.56,3,3,2,REGULARS
2862,192.0,3,28.98,2,2,1,REGULARS
2863,222.33333333333331,3,113.0,1,2,3,REGULARS
2864,179.25,4,76.05,2,3,3,REGULARS
2865,154.33333333333334,3,86.8,2,2,3,REGULARS
2866,623.0,1,25.0,1,1,1,NEW
2867,120.0,5,98.22,3,3,3,REGULARS
2868,83.25,8,163.9,4,4,4,ACTIVE
2869,128.75,4,117.11,3,3,4,REGULARS
2870,96.4,5,228.61,4,3,4,ACTIVE
2871,154.5,4,77.25,2,3,3,REGULARS
2872,171.0,3,82.7,2,2,3,REGULARS
2873,116.83333333333331,6,105.0,3,4,3,REGULARS
2874,89.75,4,88.1,4,3,3,ACTIVE
2875,203.0,3,57.4,2,2,2,REGULARS
2876,75.0,5,77.33,4,3,3,ACTIVE
2877,282.5,2,75.51,1,1,3,REGULARS
2878,282.5,2,11.5,1,1,1,NEW
2879,110.2,5,100.7,4,3,3,ACTIVE
2880,130.33333333333334,3,66.51,3,2,2,REGULARS
2881,332.0,2,28.65,1,1,1,NEW
2882,95.75,4,69.75,4,3,2,ACTIVE
2883,150.0,4,85.7,3,3,3,REGULARS
2884,163.25,4,84.45,2,3,3,REGULARS
2885,104.6,5,116.01,4,3,4,ACTIVE
2886,342.0,2,41.41,1,1,1,NEW
2887,195.0,2,31.1,2,1,1,REGULARS
2888,151.25,4,35.9,3,3,1,REGULARS
2889,344.0,1,11.1,1,1,1,NEW
2890,342.5,2,51.86,1,1,2,REGULARS
2891,181.0,1,54.15,2,1,2,REGULARS
2892,249.0,2,38.0,1,1,1,NEW
2893,142.0,5,101.11,3,3,3,REGULARS
2894,291.0,1,16.0,1,1,1,NEW
2895,138.0,1,36.3,3,1,1,REGULARS
2897,204.33333333333331,3,96.6,2,2,3,REGULARS
2898,240.66666666666663,3,19.7,1,2,1,REGULARS
2899,180.25,4,59.6,2,3,2,REGULARS
2900,169.75,4,72.72,2,3,2,REGULARS
2901,156.25,4,96.16,2,3,3,REGULARS
2902,69.0,3,76.71,4,2,3,ACTIVE
2903,200.33333333333331,3,54.41,2,2,2,REGULARS
2904,158.0,4,65.8,2,3,2,REGULARS
2905,356.0,2,85.81,1,1,3,REGULARS
2906,133.6,5,94.35,3,3,3,REGULARS
2907,92.14285714285714,7,124.05,4,4,4,ACTIVE
2908,214.0,3,53.2,2,2,2,REGULARS
2909,142.2,5,105.7,3,3,3,REGULARS
2910,133.8,5,95.8,3,3,3,REGULARS
2911,323.5,2,10.85,1,1,1,NEW
2912,98.6,5,61.79,4,3,2,ACTIVE
2913,190.5,2,40.03,2,1,1,REGULARS
2914,111.75,4,67.1,4,3,2,ACTIVE
2915,259.5,2,85.8,1,1,3,REGULARS
2916,126.25,4,99.39,3,3,3,REGULARS
2917,308.5,2,65.7,1,1,2,REGULARS
2918,72.75,8,252.6,4,4,4,ACTIVE
2919,357.5,2,32.5,1,1,1,NEW
2920,119.4,5,60.3,3,3,2,REGULARS
2921,222.0,3,70.4,1,2,2,REGULARS
2922,225.0,3,46.7,1,2,2,REGULARS
2923,329.5,2,67.6,1,1,2,REGULARS
2924,160.75,4,63.16,2,3,2,REGULARS
2925,91.14285714285714,7,111.81,4,4,3,ACTIVE
2926,187.33333333333331,3,34.15,2,2,1,REGULARS
2927,143.2,5,60.36,3,3,2,REGULARS
2928,105.25,4,164.0,4,3,4,ACTIVE
2929,231.0,2,68.7,1,1,2,REGULARS
2930,171.0,4,82.5,2,3,3,REGULARS
2931,543.0,1,27.7,1,1,1,NEW
2932,139.0,4,88.51,3,3,3,REGULARS
2933,258.0,2,56.8,1,1,2,REGULARS
2934,162.0,4,58.51,2,3,2,REGULARS
2935,181.5,4,62.7,2,3,2,REGULARS
2936,331.5,2,58.4,1,1,2,REGULARS
2937,102.71428571428572,7,102.16,4,4,3,ACTIVE
2938,215.66666666666663,3,88.81,2,2,3,REGULARS
2939,144.66666666666666,3,55.8,3,2,2,REGULARS
2940,179.5,4,74.2,2,3,2,REGULARS
2941,117.0,6,45.3,3,4,2,REGULARS
2942,166.66666666666666,3,79.35,2,2,3,REGULARS
2943,182.0,4,54.23,2,3,2,REGULARS
2944,129.25,4,135.3,3,3,4,REGULARS
2945,204.5,2,60.8,2,1,2,REGULARS
2946,90.0,8,162.74,4,4,4,ACTIVE
2947,222.33333333333331,3,93.11,1,2,3,REGULARS
2948,157.0,4,80.24,2,3,3,REGULARS
2949,322.5,2,40.26,1,1,1,NEW
2950,115.83333333333331,6,125.34,3,4,4,REGULARS
2951,121.66666666666669,3,37.65,3,2,1,REGULARS
2952,143.4,5,149.36,3,3,4,REGULARS
2953,360.0,1,14.6,1,1,1,NEW
2954,193.66666666666663,3,29.5,2,2,1,REGULARS
2955,108.16666666666669,6,69.4,4,4,2,ACTIVE
2956,121.2,5,60.8,3,3,2,REGULARS
2957,96.0,7,153.56,4,4,4,ACTIVE
2958,131.8,5,76.4,3,3,3,REGULARS
2960,73.22222222222223,9,242.86,4,4,4,ACTIVE
2961,109.33333333333331,6,153.36,4,4,4,ACTIVE
2962,142.75,4,43.45,3,3,1,REGULARS
2963,334.5,2,13.2,1,1,1,NEW
2964,138.8,5,140.22,3,3,4,REGULARS
2965,362.5,2,59.45,1,1,2,REGULARS
2966,224.0,2,31.7,1,1,1,NEW
2967,235.33333333333331,3,38.65,1,2,1,REGULARS
2968,74.0,1,12.64,4,1,1,REGULARS
2969,156.5,4,73.7,2,3,2,REGULARS
2970,414.0,2,33.6,1,1,1,NEW
2971,222.0,3,91.62,1,2,3,REGULARS
2972,339.5,2,87.9,1,1,3,REGULARS
2973,103.4,5,81.6,4,3,3,ACTIVE
2974,182.0,4,77.71,2,3,3,REGULARS
2975,128.6,5,89.4,3,3,3,REGULARS
2976,233.0,2,28.21,1,1,1,NEW
2977,99.75,4,71.5,4,3,2,ACTIVE
2978,98.0,5,133.3,4,3,4,ACTIVE
2979,123.0,4,76.85,3,3,3,REGULARS
2980,237.33333333333331,3,70.96,1,2,2,REGULARS
2981,143.25,4,43.8,3,3,1,REGULARS
2982,144.8,5,95.91,3,3,3,REGULARS
2983,335.0,2,66.01,1,1,2,REGULARS
2984,154.25,4,49.4,2,3,2,REGULARS
2985,179.5,2,21.5,2,1,1,REGULARS
2986,128.4,5,95.1,3,3,3,REGULARS
2987,623.0,1,20.6,1,1,1,NEW
2988,77.0,1,10.2,4,1,1,REGULARS
2989,161.25,4,84.7,2,3,3,REGULARS
2990,71.11111111111111,9,303.61,4,4,4,ACTIVE
2991,133.8,5,111.79,3,3,3,REGULARS
2992,51.0,1,15.6,4,1,1,REGULARS
2993,92.33333333333331,6,296.96,4,4,4,ACTIVE
2994,304.5,2,58.7,1,1,2,REGULARS
2995,325.5,2,35.59,1,1,1,NEW
2996,101.66666666666669,6,187.8,4,4,4,ACTIVE
2997,172.25,5,144.88,2,3,4,REGULARS
2998,213.0,2,18.6,2,1,1,REGULARS
2999,168.33333333333334,3,76.3,2,2,3,REGULARS
3000,495.0,1,15.4,1,1,1,NEW
3001,23.0,2,25.2,4,1,1,REGULARS
3002,76.6,5,141.6,4,3,4,ACTIVE
3003,220.66666666666663,3,46.04,1,2,2,REGULARS
3004,241.0,2,30.35,1,1,1,NEW
3005,124.2,5,99.1,3,3,3,REGULARS
3006,241.0,3,59.3,1,2,2,REGULARS
3007,319.0,2,10.7,1,1,1,NEW
3008,312.0,2,27.3,1,1,1,NEW
3009,117.0,6,78.11,3,4,3,REGULARS
3010,141.6,5,65.44,3,3,2,REGULARS
3011,127.4,5,45.7,3,3,2,REGULARS
3012,174.66666666666666,3,27.9,2,2,1,REGULARS
3013,129.0,5,82.3,3,3,3,REGULARS
3014,75.0,5,256.01,4,3,4,ACTIVE
3015,174.5,4,79.3,2,3,3,REGULARS
3016,206.0,3,40.0,2,2,1,REGULARS
3017,158.33333333333334,3,70.81,2,2,2,REGULARS
3018,136.0,3,28.81,3,2,1,REGULARS
3019,191.0,2,31.4,2,1,1,REGULARS
3020,188.33333333333331,3,61.3,2,2,2,REGULARS
3021,139.0,4,58.3,3,3,2,REGULARS
3022,170.5,4,96.4,2,3,3,REGULARS
3023,128.0,3,68.8,3,2,2,REGULARS
3024,186.5,2,54.21,2,1,2,REGULARS
3025,177.5,4,131.0,2,3,4,REGULARS
3026,128.0,5,54.86,3,3,2,REGULARS
3027,152.5,4,74.9,3,3,3,REGULARS
3028,120.83333333333331,6,178.2,3,4,4,REGULARS
3029,145.66666666666666,3,89.36,3,2,3,REGULARS
3030,151.75,4,101.4,3,3,3,REGULARS
3031,78.8,5,187.81,4,3,4,ACTIVE
3032,183.5,2,24.55,2,1,1,REGULARS
3033,223.33333333333331,3,75.01,1,2,3,REGULARS
3034,90.0,5,73.5,4,3,2,ACTIVE
3035,112.83333333333331,6,74.9,3,4,3,REGULARS
3036,57.0,3,85.94,4,2,3,ACTIVE
3037,166.0,2,21.1,2,1,1,REGULARS
3038,125.2,5,76.3,3,3,3,REGULARS
3039,124.25,4,40.95,3,3,1,REGULARS
3040,445.0,1,54.4,1,1,2,REGULARS
3041,136.0,5,123.49,3,3,4,REGULARS
3042,90.71428571428572,7,123.1,4,4,4,ACTIVE
3043,359.0,1,41.4,1,1,1,NEW
3044,90.14285714285714,7,120.62,4,4,4,ACTIVE
3045,175.0,4,143.16,2,3,4,REGULARS
3046,111.66666666666669,6,163.8,4,4,4,ACTIVE
3047,250.5,2,28.3,1,1,1,NEW
3048,97.66666666666669,6,234.0,4,4,4,ACTIVE
3049,228.0,2,82.9,1,1,3,REGULARS
3050,67.33333333333333,9,222.7,4,4,4,ACTIVE
3051,146.0,4,105.6,3,3,3,REGULARS
3052,215.0,2,22.05,2,1,1,REGULARS
3053,127.33333333333331,3,82.2,3,2,3,REGULARS
3054,101.71428571428572,7,123.6,4,4,4,ACTIVE
3055,134.0,1,59.4,3,1,2,REGULARS
3056,319.5,2,33.4,1,1,1,NEW
3057,350.5,2,35.1,1,1,1,NEW
3058,219.33333333333331,3,72.4,1,2,2,REGULARS
3059,166.25,4,86.54,2,3,3,REGULARS
3060,172.33333333333334,3,45.41,2,2,2,REGULARS
3061,80.75,4,42.35,4,3,1,ACTIVE
3062,134.75,4,98.82,3,3,3,REGULARS
3063,138.0,5,78.21,3,3,3,REGULARS
3064,282.0,2,16.4,1,1,1,NEW
3065,225.0,3,46.95,1,2,2,REGULARS
3066,77.66666666666667,6,72.0,4,4,2,ACTIVE
3067,134.2,5,118.08,3,3,4,REGULARS
3068,194.66666666666663,3,54.1,2,2,2,REGULARS
3069,317.5,2,30.8,1,1,1,NEW
3071,155.25,4,143.85,2,3,4,REGULARS
3072,112.0,5,144.65,4,3,4,ACTIVE
3073,271.0,2,30.0,1,1,1,NEW
3074,211.0,2,40.14,2,1,1,REGULARS
3075,229.66666666666663,3,40.2,1,2,1,REGULARS
3076,338.0,2,45.7,1,1,2,REGULARS
3077,106.33333333333331,6,148.01,4,4,4,ACTIVE
3078,189.0,2,27.3,2,1,1,REGULARS
3079,156.5,4,85.1,2,3,3,REGULARS
3080,683.0,1,7.85,1,1,1,NEW
3081,134.4,5,128.04,3,3,4,REGULARS
3082,58.8,10,156.17,4,4,4,ACTIVE
3083,160.25,4,92.97,2,3,3,REGULARS
3084,101.0,7,84.5,4,4,3,ACTIVE
3085,171.5,2,36.2,2,1,1,REGULARS
3086,156.25,4,61.74,2,3,2,REGULARS
3087,225.66666666666663,3,18.4,1,2,1,REGULARS
3088,219.66666666666663,3,62.8,1,2,2,REGULARS
3089,134.8,5,94.5,3,3,3,REGULARS
3090,78.44444444444444,9,145.23,4,4,4,ACTIVE
3092,161.33333333333334,3,39.0,2,2,1,REGULARS
3093,292.0,1,7.32,1,1,1,NEW
3094,69.0,8,105.46,4,4,3,ACTIVE
3095,100.16666666666669,6,114.0,4,4,3,ACTIVE
3096,63.333333333333336,3,48.3,4,2,2,ACTIVE
3097,142.0,1,12.4,3,1,1,REGULARS
3098,290.0,2,11.4,1,1,1,NEW
3099,137.6,5,97.6,3,3,3,REGULARS
3100,124.6,5,95.1,3,3,3,REGULARS
3101,115.16666666666669,6,144.1,3,4,4,REGULARS
3102,155.5,4,139.22,2,3,4,REGULARS
3103,336.0,2,13.8,1,1,1,NEW
3104,117.83333333333331,6,92.15,3,4,3,REGULARS
3105,627.0,1,14.2,1,1,1,NEW
3106,239.66666666666663,3,75.54,1,2,3,REGULARS
3107,103.85714285714286,7,101.7,4,4,3,ACTIVE
3108,645.0,1,13.85,1,1,1,NEW
3109,161.25,4,92.41,2,3,3,REGULARS
3110,290.0,2,58.4,1,1,2,REGULARS
3111,113.16666666666669,6,113.7,3,4,3,REGULARS
3112,150.25,4,48.2,3,3,2,REGULARS
3113,144.6,5,114.1,3,3,3,REGULARS
3115,99.85714285714286,7,185.54,4,4,4,ACTIVE
3116,131.6,5,141.4,3,3,4,REGULARS
3117,180.0,4,95.5,2,3,3,REGULARS
3118,139.33333333333334,3,41.0,3,2,1,REGULARS
3119,117.83333333333331,6,196.81,3,4,4,REGULARS
3120,72.7,10,243.5,4,4,4,ACTIVE
3122,80.0,9,117.42,4,4,4,ACTIVE
3123,155.75,4,65.1,2,3,2,REGULARS
3124,265.0,1,5.7,1,1,1,NEW
3125,337.5,2,45.81,1,1,2,REGULARS
3126,393.0,1,8.5,1,1,1,NEW
3127,168.25,4,74.8,2,3,2,REGULARS
3128,63.5,4,129.8,4,3,4,ACTIVE
3129,212.33333333333331,3,69.65,2,2,2,REGULARS
3130,232.33333333333331,3,17.5,1,2,1,REGULARS
3131,349.0,2,33.2,1,1,1,NEW
3132,118.0,4,75.4,3,3,3,REGULARS
3133,159.5,4,107.8,2,3,3,REGULARS
3134,206.0,1,9.4,2,1,1,REGULARS
3135,185.66666666666663,3,34.22,2,2,1,REGULARS
3136,611.0,1,7.9,1,1,1,NEW
3137,84.375,8,123.5,4,4,4,ACTIVE
3138,146.25,4,89.9,3,3,3,REGULARS
3139,100.85714285714286,7,113.66,4,4,3,ACTIVE
3140,107.33333333333331,6,100.13,4,4,3,ACTIVE
3141,103.57142857142856,7,117.4,4,4,4,ACTIVE
3142,137.2,5,42.8,3,3,1,REGULARS
3143,171.5,2,37.9,2,1,1,REGULARS
3144,143.25,4,132.54,3,3,4,REGULARS
3145,125.5,4,61.41,3,3,2,REGULARS
3146,345.5,2,21.8,1,1,1,NEW
3147,156.5,2,30.76,2,1,1,REGULARS
3148,154.0,4,153.16,2,3,4,REGULARS
3149,704.0,1,79.5,1,1,3,REGULARS
3150,213.0,3,38.59,2,2,1,REGULARS
3151,165.66666666666666,3,45.45,2,2,2,REGULARS
3152,36.0,1,31.5,4,1,1,REGULARS
3153,104.16666666666669,6,96.2,4,4,3,ACTIVE
3154,78.2,5,84.12,4,3,3,ACTIVE
3155,464.0,1,20.0,1,1,1,NEW
3156,242.33333333333331,3,51.0,1,2,2,REGULARS
3157,204.66666666666663,3,59.52,2,2,2,REGULARS
3158,171.0,4,80.4,2,3,3,REGULARS
3159,207.0,3,45.44,2,2,2,REGULARS
3160,143.0,5,118.26,3,3,4,REGULARS
3161,111.75,4,83.7,4,3,3,ACTIVE
3162,207.0,1,2.6,2,1,1,REGULARS
3163,208.0,2,12.1,2,1,1,REGULARS
3164,114.0,6,203.76,3,4,4,REGULARS
3165,120.4,5,177.11,3,3,4,REGULARS
3166,101.0,6,131.8,4,4,4,ACTIVE
3167,110.0,3,85.7,4,2,3,ACTIVE
3168,130.2,5,67.01,3,3,2,REGULARS
3169,99.5,2,43.2,4,1,1,REGULARS
3170,213.66666666666663,3,137.4,2,2,4,REGULARS
3171,439.0,1,81.8,1,1,3,REGULARS
3172,215.33333333333331,3,31.0,2,2,1,REGULARS
3173,158.0,1,14.6,2,1,1,REGULARS
3174,207.5,2,11.8,2,1,1,REGULARS
3175,101.66666666666669,6,146.2,4,4,4,ACTIVE
3176,94.83333333333331,6,100.1,4,4,3,ACTIVE
3177,236.5,2,28.6,1,1,1,NEW
3178,139.4,5,47.1,3,3,2,REGULARS
3179,284.0,1,10.5,1,1,1,NEW
3180,67.4,10,251.47,4,4,4,ACTIVE
3181,102.33333333333331,6,131.7,4,4,4,ACTIVE
3182,135.8,5,162.9,3,3,4,REGULARS
3183,154.0,3,66.11,2,2,2,REGULARS
3184,99.71428571428572,7,85.2,4,4,3,ACTIVE
3185,169.25,4,89.9,2,3,3,REGULARS
3186,123.0,5,132.81,3,3,4,REGULARS
3188,200.33333333333331,3,30.59,2,2,1,REGULARS
3189,98.57142857142856,7,117.04,4,4,4,ACTIVE
3190,156.5,4,107.46,2,3,3,REGULARS
3191,598.0,2,44.09,1,1,2,REGULARS
3193,155.25,4,90.61,2,3,3,REGULARS
3194,116.0,6,145.82,3,4,4,REGULARS
3195,111.33333333333331,3,46.7,4,2,2,ACTIVE
3196,119.5,2,30.44,3,1,1,REGULARS
3197,669.0,1,19.8,1,1,1,NEW
3198,118.0,2,51.0,3,1,2,REGULARS
3199,6.0,1,33.9,4,1,1,REGULARS
3200,119.75,4,116.9,3,3,4,REGULARS
3201,106.66666666666669,6,212.42,4,4,4,ACTIVE
3202,86.0,3,56.41,4,2,2,ACTIVE
3203,133.2,5,111.2,3,3,3,REGULARS
3204,116.0,5,113.63,3,3,3,REGULARS
